Jeff Vierstra,Altius Institute for Biomedical Sciences,US,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA Research and Splicing","The accessible chromatin landscape of the human genome (2935 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)
Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)"
Jennifer A. Akiyama,Lawrence Berkeley National Laboratory,US,"Genomics and Chromatin Dynamics
RNA Research and Splicing
RNA and protein synthesis mechanisms","Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)
In vivo enhancer analysis of human conserved non-coding sequences (1210 citations)
Chromatin stretch enhancer states drive cell-specific gene regulation and harbor human disease risk variants (753 citations)"
Jeong Soo Yang,Samsung Medical Center,KR,"Analytical Chemistry and Chromatography
Toxic Organic Pollutants Impact
Analytical chemistry methods development","Identification of 67 Histone Marks and Histone Lysine Crotonylation as a New Type of Histone Modification (1908 citations)
Reduction of Cysteine Sulfinic Acid by Sulfiredoxin Is Specific to 2-Cys Peroxiredoxins (328 citations)
Comprehensive Profiling of Protein Lysine Acetylation in Escherichia coli (211 citations)"
Jeremy E. Sandler,Stowers Institute for Medical Research,US,"RNA Research and Splicing
Genomics and Chromatin Dynamics
Developmental Biology and Gene Regulation","The developmental transcriptome of Drosophila melanogaster (1611 citations)
Identification of Functional Elements and Regulatory Circuits by Drosophila modENCODE (1314 citations)
Genome-wide analysis of promoter architecture in Drosophila melanogaster (248 citations)"
Jesse R. Dixon,Salk Institute for Biological Studies,US,"Genomics and Chromatin Dynamics
Epigenetics and DNA Methylation
Single-cell and spatial transcriptomics","Topological domains in mammalian genomes identified by analysis of chromatin interactions (7513 citations)
Integrative analysis of 111 reference human epigenomes (7219 citations)
Chromatin architecture reorganization during stem cell differentiation (1839 citations)"
Jessica Antosiewicz‐Bourget,Morgridge Institute for Research,US,"Pluripotent Stem Cells Research
CRISPR and Genetic Engineering
Epigenetics and DNA Methylation","Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells (10323 citations)
Human DNA methylomes at base resolution show widespread epigenomic differences (4822 citations)
Histone modifications at human enhancers reflect global cell-type-specific gene expression (2627 citations)"
Jessika Adrian,Stanford University,US,"Plant Molecular Biology Research
Genomics and Chromatin Dynamics
Epigenetics and DNA Methylation","cis -Regulatory Elements and Chromatin State Coordinately Control Temporal and Spatial Expression of FLOWERING LOCUS T in Arabidopsis (359 citations)
Arabidopsis SPA proteins regulate photoperiodic flowering and interact with the floral inducer CONSTANS to regulate its stability (326 citations)
Direct roles of SPEECHLESS in the specification of stomatal self-renewing cells (237 citations)"
Jiashou Liu,University of Chinese Academy of Sciences,CN,"Fish Ecology and Management Studies
Fish Biology and Ecology Studies
Aquaculture Nutrition and Growth","Freshwater aquaculture in PR C hina: trends and prospects (205 citations)
Incidence of ischemic stroke post-chemotherapy: A retrospective review of 10,963 patients (115 citations)
Effects of water temperature on growth, feeding and molting of juvenile Chinese mitten crab Eriocheir sinensis (103 citations)"
Yi-Xiang Wang,Yuan Ze University,TW,"Advancements in Battery Materials
Electrocatalysts for Energy Conversion
Advanced Battery Materials and Technologies","An integrated map of genetic variation from 1,092 human genomes (8263 citations)
A map of human genome variation from population-scale sequencing (8121 citations)
Comprehensive molecular profiling of lung adenocarcinoma (5941 citations)"
Jianrong Wang,Michigan State University,US,"Genomics and Chromatin Dynamics
Chromosomal and Genetic Variations
Gene expression and cancer classification","Integrative analysis of 111 reference human epigenomes (7219 citations)
MIR retrotransposon sequences provide insulators to the human genome (132 citations)
Mammalian-wide interspersed repeat (MIR)-derived enhancers and the regulation of human gene expression (91 citations)"
Jiaqian Wu,Shanghai Municipal Center For Disease Control Prevention,CN,"RNA Research and Splicing
Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC) (591 citations)
Genomic Analysis of the Nuclear Receptor Family: New Insights Into Structure, Regulation, and Evolution From the Rat Genome (219 citations)"
Jiayu Chen,Tsinghua University,CN,"Building Energy and Comfort Optimization
Urban Heat Island Mitigation
Occupational Health and Safety Research","Ab Initio Site Occupancy and Far-Red Emission of Mn4+ in Cubic-Phase La(MgTi)1/2O3 for Plant Cultivation (356 citations)
Site-Dependent Luminescence and Thermal Stability of Eu2+ Doped Fluorophosphate toward White LEDs for Plant Growth (260 citations)
Modeling energy consumption in residential buildings: A bottom-up analysis based on occupant behavior pattern clustering and stochastic simulation (216 citations)"
Jie Wu,Temple University,US,"Mobile Ad Hoc Networks
Caching and Content Delivery
Opportunistic and Delay-Tolerant Networks","On calculating power-aware connected dominating sets for efficient routing in ad hoc wireless networks (369 citations)
An Efficient Prediction-Based User Recruitment for Mobile Crowdsensing (272 citations)
PrivacyProtector: Privacy-Protected Patient Data Collection in IoT-Based Healthcare Systems (267 citations)"
Jill Cheng,Novartis (United States),US,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA Research and Splicing","The Cancer Cell Line Encyclopedia enables predictive modelling of anticancer drug sensitivity (8615 citations)
Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
RNA Maps Reveal New RNA Classes and a Possible Function for Pervasive Transcription (2601 citations)"
Jin Lian,Yale University,US,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
Genomics and Phylogenetic Studies","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)"
Jing Liang,China Medical University,CN,"Metaheuristic Optimization Algorithms Research
Advanced Multi-Objective Optimization Algorithms
Evolutionary Algorithms and Applications","Comprehensive learning particle swarm optimizer for global optimization of multimodal functions (3763 citations)
Problem Definitions and Evaluation Criteria for the CEC 2005 Special Session on Real-Parameter Optimization (2590 citations)
Problem Definitions and Evaluation Criteria for the CEC 2013 Special Session on Real-Parameter Optimization (688 citations)"
Jinhuan Li,Nanjing University of Aeronautics and Astronautics,CN,"Metamaterials and Metasurfaces Applications
Advanced Antenna and Metasurface Technologies
Electromagnetic wave absorption materials","CRISPR Inversion of CTCF Sites Alters Genome Topology and Enhancer/Promoter Function (1069 citations)
Precise and Predictable CRISPR Chromosomal Rearrangements Reveal Principles of Cas9-Mediated Nucleotide Insertion (219 citations)
High-performance graphene photodetector using interfacial gating (218 citations)"
Joanna Wysocka,Stanford University,US,"Genomics and Chromatin Dynamics
Epigenetics and DNA Methylation
RNA Research and Splicing","A unique chromatin signature uncovers early developmental enhancers in humans (2371 citations)
A long noncoding RNA maintains active chromatin to coordinate homeotic gene expression (2038 citations)
Identification of 67 Histone Marks and Histone Lysine Crotonylation as a New Type of Histone Modification (1908 citations)"
Job Dekker,University of Massachusetts Chan Medical School,US,"Genomics and Chromatin Dynamics
Chromosomal and Genetic Variations
RNA Research and Splicing","Comprehensive Mapping of Long-Range Interactions Reveals Folding Principles of the Human Genome (9780 citations)
Capturing Chromosome Conformation (3839 citations)
Spatial partitioning of the regulatory landscape of the X-inactivation centre (3256 citations)"
Joel Armstrong,,,"Genomics and Phylogenetic Studies
Chromosomal and Genetic Variations
Genetic diversity and population structure","GENCODE reference annotation for the human and mouse genomes (3556 citations)
GENCODE 2021 (1508 citations)
Toil enables reproducible, open source, big biomedical data analyses (1480 citations)"
Joel Rozowsky,Yale University,US,"Genomics and Chromatin Dynamics
RNA Research and Splicing
Gene expression and cancer classification","Landscape of transcription in human cells (5425 citations)
Mapping genomic loci implicates genes and synaptic biology in schizophrenia (2886 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)"
Joey Flores,NXP (Germany),DE,"Genomics and Phylogenetic Studies
Genomic variations and chromosomal abnormalities
Genomics and Rare Diseases","Multi-platform discovery of haplotype-resolved structural variation in human genomes (1052 citations)
Human-specific tandem repeat expansion and differential gene expression during primate evolution (160 citations)
Multi-platform discovery of haplotype-resolved structural variation in human genomes (158 citations)"
